pubblicata_da;anno_rif;tipologia_opera_incompiuta;perc_avanzamento;mancanza_fondi;cause_tecniche;importo_complessivo;natura_opera;tipologia_cup;ambito_oggettivo;categoria;comunitaria;data_assegnazione_cup;lat;lon;indirizzo;distance_from_you
regione puglia;2016;a;32.84;None;None;159911.66;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia abitativa;None;2006-03-30;41.8431260510192;15.5750951923921;None;247.42357759687724
regione toscana;2016;a;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri presidi sanitari territoriali;None;2016-02-29;44.105487686758;10.3876497685073;via dell&apos,ospedale;243.76526304124513
regione toscana;2016;b;90.84;None;si;135718.75;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere stradali;None;2006-11-15;43.9282814517141;10.3209588724168;None;239.5729633165504
regione puglia;2016;b;14.49;si;no;171456.62;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;musei archivi e biblioteche;None;2014-03-27;41.6280101470731;15.1304287941235;via barile;232.27866890408563
regione campania;2016;a;93.05;no;no;10735510.31;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2016-03-25;41.2978776136581;14.5820081501635;diverse localit?;229.84124899945684
regione emilia-romagna;2016;a;29.1;no;no;13573546.86;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;linee ferroviarie;None;2008-11-28;44.8228610600666;11.6492201218158;comune di ferrara;229.75842808704292
regione toscana;2016;b;82.01;None;None;3192000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2013-10-10;43.6722792778184;10.3541811693563;via borgo;226.65353511712692
regione toscana;2016;b;41.15;no;si;1298267.3;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;fabbricati residenziali urbani;None;2010-02-02;43.6722792778184;10.3541811693563;via vecellio;226.65353511712692
regione toscana;2016;a;23.51;None;None;974161.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture per il commercio ed i servizi;None;2016-04-01;43.8646645920062;10.4735447859062;via consani lucca;225.51462204817156
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;14.89;no;si;193000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;edifici ed infrastrutture per la protezione civile;None;2008-11-20;41.4628592789144;14.630470233271;via roma;217.32642713328732
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;0.0;si;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;dighe;None;2017-04-27;41.4192722886704;14.5425097886546;via localit? arcichiaro;216.8654177049412
regione molise;2016;b;47.3;no;si;649144.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2005-10-05;41.710108232125;14.9172363649784;None;213.04152905562967
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;97.0;si;no;10718500.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2011-08-08;43.9768509993626;10.9156594754764;via niccolo' machiavelli 11;200.1729134025221
regione molise;2016;a;66.68;no;no;3078856.74;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di smaltimento reflui e rifiuti;None;2004-12-15;41.9816651255329;14.9625575347574;None;196.75515586632426
regione toscana;2016;a;92.96;no;no;997926.76;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2006-03-13;43.8268077250911;10.8589504607907;None;195.84973837868395
regione toscana;2016;a;0.38;no;no;672.02;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2009-03-16;43.8268077250911;10.8589504607907;via roma, via matteotti;195.84973837868395
regione toscana;2016;b;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;asili nido;None;2012-05-04;44.067348465638;11.1516861015435;via di s ippolito;190.48083835633523
regione toscana;2016;b;32.41;no;no;35000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;sistemi di parcheggio;None;2008-07-26;44.067348465638;11.1516861015435;via della chiesina;190.48083835633523
regione toscana;2016;b;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;sistemi di parcheggio;None;2011-03-30;44.067348465638;11.1516861015435;via della badia a montepiano;190.48083835633523
regione lazio - osservatorio regionale contratti pubblici;2016;b;32.32;si;no;369898.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2008-08-22;41.4022127730022;13.7663173509541;via milani;188.54383408492555
regione molise;2016;b;39.69;si;no;15067474.38;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;difesa del suolo e regimazione acque;None;2008-11-17;41.5742841698705;14.1708991666196;via localita' fossatella;185.4936426213231
regione molise;2016;b;2.01;si;no;16721.63;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2014-03-28;41.5515136026753;14.1105834259166;frazione roccaravindola;185.17316970327636
regione toscana;2016;a;72.99;no;no;575546.3;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia sociale;None;2008-07-23;43.7997357313321;11.0188119166171;via della chiesa;183.09961441725457
regione lazio - osservatorio regionale contratti pubblici;2016;c;24.03;si;no;647056.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;teatri ed altre strutture per lo spettacolo;None;2005-06-14;41.4481731257746;13.64499399906;None;180.54200167465692
regione lazio - osservatorio regionale contratti pubblici;2016;b;4.51;si;si;170884.77;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;si;2014-03-31;41.4481731257746;13.64499399906;canalello;180.54200167465692
regione emilia-romagna;2016;c;100.0;si;no;384998.02;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture per attrezzature di aree produttive;None;2006-12-14;44.2765994718364;11.7021452270068;None;176.22845276020817
regione molise;2016;c;83.25;si;None;497299.22;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere e strutture per l'agricoltura;None;2009-01-08;41.6879076528688;14.1843176104717;via ss 17 var;175.3811692505647
regione toscana;2016;a;9.19;no;si;226789.14;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;residenze sanitarie assistenziali;None;2006-09-14;42.8223203524183;10.9001790469046;None;172.14291533487716
regione lazio - osservatorio regionale contratti pubblici;2016;b;69.34;None;si;2006595.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2014-04-14;41.4773844632688;12.6923720747884;via ugo la malfa;171.19031001734945
regione lazio - osservatorio regionale contratti pubblici;2016;b;14.38;None;si;803408.66;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;infrastrutture civili per complessi residenziali;None;2014-04-14;41.4773844632688;12.6923720747884;via tagliamento;171.19031001734945
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;50.12;si;no;8037163.42;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;preture e tribunali;None;2011-03-02;41.4664088867388;12.8778584036282;via le courbusier;170.82373160325741
regione emilia-romagna;2016;c;100.0;si;no;1679431.41;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;infrastrutture civili per aree industriali;None;2011-02-21;44.4127920936089;12.1931325799298;via romea nord;169.95465937819125
regione emilia-romagna;2016;c;100.0;si;no;692245.34;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture per attrezzature di aree produttive;None;2006-12-11;44.4127920936089;12.1931325799298;None;169.95465937819125
regione emilia-romagna;2016;a;12.19;si;no;72967.84;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;infrastrutture civili per aree industriali;None;2011-02-21;44.4127920936089;12.1931325799298;via romea nord;169.95465937819125
regione abruzzo;2016;a;5.5;si;si;314152.39;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;residenze sanitarie assistenziali;None;2013-10-08;42.1209766116031;14.6945844288665;via cda s onofrio;169.74804451182382
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;81.0;si;None;139708800.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2010-09-09;43.7799679046615;11.244942607805;viale xi agosto;166.22878127186075
regione lazio - osservatorio regionale contratti pubblici;2016;c;80.57;si;si;2497888.18;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;sistemazione corsi d'acqua;None;2011-01-14;41.5664391554998;13.3313988803861;localita' santa maria a fiume;161.71879363407
regione abruzzo;2016;b;0.3;si;no;5791.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia sociale, culturale e assistenziale;None;2013-10-18;41.9678330850494;14.3308828092263;via piazza della repubblica;158.37234911561194
regione lazio - osservatorio regionale contratti pubblici;2016;a;52.2;si;si;81883.34;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia sociale, culturale e assistenziale;None;2013-10-22;41.6345542647443;13.3313699540745;via armando fabi;154.25541841105687
regione lazio - osservatorio regionale contratti pubblici;2016;b;100.0;si;si;496945.23;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;teatri ed altre strutture per lo spettacolo;None;2009-11-13;41.6765955670789;12.7066886391481;via mazzini, 12;149.11727291733612
regione abruzzo;2016;a;3.29;si;no;25919.94;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti depurazione acque;None;2013-09-30;42.157344402222;14.3567415326208;via santa lucia;145.32351693372692
regione abruzzo;2016;b;99.99;no;no;604774.3;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2005-07-21;42.127981951234;14.2921776947621;via del campo sportivo;143.52774975406308
regione lazio - osservatorio regionale contratti pubblici;2016;a;64.11;si;si;1786331.55;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2003-09-11;41.7280494813438;12.8933506759124;None;141.7055690545004
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;81.0;si;None;2227824.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;edifici ed infrastrutture per la protezione civile;None;2011-02-03;43.3105117412066;11.33376916188;strada di ruffolo;139.49736879152204
regione toscana;2016;b;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;sistemi di parcheggio;None;2011-09-09;43.3105117412066;11.33376916188;via garibaldi;139.49736879152204
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;54.3;si;no;5596238.96;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2010-10-21;41.887866059352;12.2284375486992;via flli wright 40;138.9260717583379
regione abruzzo;2016;a;138.49;si;None;1719897.08;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere per l'utilizzo delle risorse idriche;None;2014-03-29;41.9673792436133;13.9470583102492;via tenimento irriguo di pettorano sul gizio;138.61749026636562
regione abruzzo;2016;b;53.34;si;None;1714490.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere per l'utilizzo delle risorse idriche;None;2014-03-29;42.0549752832501;14.0274124200245;localit? pacentro, sulmona e pettorano sul gizio;134.64701514816372
regione toscana;2016;c;100.0;no;si;2350631.09;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia abitativa;None;2008-06-16;43.5579711036755;11.5238971176209;localit&#65533, cetinale;134.63849053002104
regione lazio - osservatorio regionale contratti pubblici;2016;b;38.74;si;no;64368.01;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture ricreative;None;2013-10-16;41.813662121311;13.3090650690473;loc campocatino;134.3329024619174
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;89.35;si;no;11980132.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2011-04-04;41.8856460823888;12.4608743841537;via aurelia 511;131.56995815725662
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;16.25;si;no;134519286.19;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;impianti sportivi;None;2014-06-30;41.8856460823888;12.4608743841537;campus universitario;131.56995815725662
regione lazio - osservatorio regionale contratti pubblici;2016;b;7.84;si;no;864525.7;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;2011-03-02;41.8856460823888;12.4608743841537;cesano comparto m;131.56995815725662
regione abruzzo;2016;a;16.41;None;si;125870.84;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2011-02-08;42.0655413458925;13.9343841312456;via stazione introdacqua;129.06551788828966
regione lazio - osservatorio regionale contratti pubblici;2016;b;63.07;None;si;603732.62;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2011-01-03;41.882698509217;12.7908798260632;colonnelle;125.41761942253883
regione lazio - osservatorio regionale contratti pubblici;2016;b;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2012-06-12;41.882698509217;12.7908798260632;viale aldo moro;125.41761942253883
regione abruzzo;2016;c;52.82;si;no;895651.2;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2005-04-21;42.0990936288624;13.8970270489993;via fonte s angelo, loc spinelle;124.23500480911561
regione abruzzo;2016;a;34.49;si;None;743404.89;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;2015-04-07;41.9550481643119;13.4771179999691;via alessandro torlonia;122.60428612236703
regione emilia-romagna;2016;b;30.95;no;no;2521813.12;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;impianti sportivi;None;2011-02-18;44.0389202142901;12.5305561697691;via montevecchio;121.56529871943872
regione abruzzo;2016;a;80.5;None;None;2042670.91;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri trasporti urbani;None;2008-11-13;42.3586418226369;14.1626252228487;via terminal piazza barbella;118.81941558214619
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;24.18;si;no;3080000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2015-03-31;42.4560126750712;14.2032946323651;via rigopiano;115.40738826978682
regione abruzzo;2016;b;14.62;None;si;220580.99;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri presidi sanitari territoriali;None;2012-02-22;42.4560126750712;14.2032946323651;via rio sparto;115.40738826978682
regione abruzzo;2016;a;24.4;si;no;416547.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2010-04-23;42.4933853833875;14.1418332725838;villa carmine;108.93385039160204
regione abruzzo;2016;b;16.95;si;no;289445.1;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2010-04-23;42.4933853833875;14.1418332725838;via inghilterra;108.93385039160204
regione lazio - osservatorio regionale contratti pubblici;2016;b;56.71;si;no;2754643.16;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;2009-07-14;42.0676972907387;12.6224717141101;via amaldi;108.18375866822001
regione marche;2016;b;0.0;si;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2016-03-30;43.8904572188266;12.4805375216002;via gesso-fratte;107.5285670577568
regione lazio - osservatorio regionale contratti pubblici;2016;a;95.81;None;si;390044.17;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti depurazione acque;None;2009-02-27;42.0806546574927;12.7459842489469;via molaccia - frazione di cretone;104.32322934679188
regione lazio - osservatorio regionale contratti pubblici;2016;a;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti smaltimento rifiuti urbani;None;2009-02-27;42.0806546574927;12.7459842489469;la piana;104.32322934679188
regione lazio - osservatorio regionale contratti pubblici;2016;a;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere stradali;None;2013-07-02;42.0806546574927;12.7459842489469;via cerasari;104.32322934679188
regione abruzzo;2016;b;35.38;no;no;66625.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;reti fognarie;None;2013-09-26;42.5866139378128;13.8564773009249;via loc bivio stampallone;83.6463341275622
regione abruzzo;2016;a;9.0;si;no;77132.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;serbatoi ed impianti di sollevamento;None;2016-03-31;42.7410330402997;13.9412130420729;via zona costa verde;81.92975024448525
regione abruzzo;2016;c;43.34;si;no;460932.22;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2014-03-27;42.6606798432591;13.8862330091462;via pianura vomano di guardia vomano;81.52548952063945
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;82.05;si;None;131280.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2014-04-10;43.1048926404131;12.0171243332098;via lungolago, 46;80.70868245947997
regione abruzzo;2016;a;25.01;no;si;114905.19;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;reti fognarie;None;2013-09-26;42.6662136426939;13.8367335127914;via case molino;77.67114219438932
regione abruzzo;2016;a;18.73;no;si;575267.78;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti depurazione acque;None;2013-09-26;42.6662136426939;13.8367335127914;via loc cordesco;77.67114219438932
regione abruzzo;2016;b;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2013-10-01;42.7989838645834;13.9093641626066;via xxiv maggio;77.37140461133363
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;77.01;no;si;344186.78;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;edilizia scolastica;None;2011-09-20;42.3933849777158;13.4249056642202;via leonardo da vinci;75.86565851539753
regione marche;2016;c;99.86;no;si;5098861.99;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;residenze sanitarie assistenziali;None;2013-09-12;43.5727113144653;13.4918590188619;via cupa di posatora;75.10293226309739
regione abruzzo;2016;a;20.62;si;no;79983.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2009-06-01;42.8274413479885;13.8535640596535;viale dei celestini;72.1108750374146
regione marche;2016;b;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2008-08-20;42.9804292369208;13.8507290905117;via s d'acquisto;69.22862215705513
regione marche;2016;b;2.02;no;si;146671.01;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2008-02-20;43.4643980748763;13.5630719370206;via montessori;68.90162134326177
regione abruzzo;2016;a;50.0;no;no;1081567.01;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2017-03-31;42.6288661706876;13.4980772148627;frazione macchiatornella;57.91032117347904
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;69.0;si;None;1104000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2010-11-30;42.5795952686587;12.6605602480384;via proietti divi;54.33655281517727
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;1.27;None;None;3684418.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;strade statali;None;2004-01-08;43.3317234015625;12.9066007524421;None;37.655721249012146
regione marche;2016;a;22.94;si;None;132693.37;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2013-09-26;42.9358667169798;13.0517830662724;vallopa;8.282971894666026
